Bulk,1,1,Bulk Food Service - Misc Deli,1 or 3,,
Refrigerated,3,850,Refrig Bread & Baked Goods,3,853,RF Bread Loaves
Refrigerated,3,850,Refrig Bread & Baked Goods,3,854,RF Buns & Rolls
Refrigerated,3,850,Refrig Bread & Baked Goods,3,855,RF Pizza Shells & Focaccia
Refrigerated,3,850,Refrig Bread & Baked Goods,3,856,RF Tortillas Pitas & Taco Shells
Bulk,4,1001,"Store Supplies, Food Service",1,,
Grocery,4,1001,"Store Supplies, Food Service",1,,
Grocery,4,2600,Baby Food,1 or 4,2600,
Grocery,4,2600,Baby Food,1 or 4,2601,Baby Cereal & Teething Biscuits
Grocery,4,2600,Baby Food,1 or 4,2602,Baby Formula
Grocery,4,2600,Baby Food,1 or 4,2603,Baby Juices
Grocery,4,2600,Baby Food,1 or 4,2604,Junior Foods
Grocery,4,2600,Baby Food,1 or 4,2605,Strained Foods 
Grocery,4,2900,Beans/ Grains & Rice,1,, 
Grocery,4,2900,Beans/ Grains & Rice,1,2901,Packaged Beans
Grocery,4,2900,Beans/ Grains & Rice,1,2902,Packaged Grains
Grocery,4,2900,Beans/ Grains & Rice,1,2903,Packaged Rice
Grocery,4,3000,Nuts/ Seeds/ Dried Fruits & Vegetables,1,,
Grocery,4,3000,Nuts/ Seeds/ Dried Fruits & Vegetables,1,3001,Dried Fruits
Grocery,4,3000,Nuts/ Seeds/ Dried Fruits & Vegetables,1,3002,Dried Vegetables
Grocery,4,3000,Nuts/ Seeds/ Dried Fruits & Vegetables,1,3003,Packaged Nuts
Grocery,4,3000,Nuts/ Seeds/ Dried Fruits & Vegetables,1,3004,Seeds
Grocery,4,3000,Nuts/ Seeds/ Dried Fruits & Vegetables,1,3005,Trail Mix
Refrigerated,3,3100,Refrigerated Salad Dressings,3,,
Grocery,4,3400,Crackers & Crispbreads,1,3400, 
Grocery,4,3400,Crackers & Crispbreads,1,3401,Breadstick
Grocery,4,3400,Crackers & Crispbreads,1,3402,Classic & Deli Crackers
Grocery,4,3400,Crackers & Crispbreads,1,3403,Crispbreads & Wafers & Toasts
Grocery,4,3400,Crackers & Crispbreads,1,3404,Rice & Alternative Grain Crackers
Grocery,4,3400,Crackers & Crispbreads,1,3405,Snack & Sandwich Crackers
Grocery,4,4018,"Kosher for Passover,(all but not specified below)",1,,
Grocery,4,4030,"Kosher for Passover,Cookies",1,,
Grocery,4,4034,"Kosher for Passover,Crackers",1,,
Beverages,4,4050,"Beverage,Non-Alcoholic Wines",1,,
Grocery,4,4060,"Kosher for Passover,Candy",1,,
Grocery,4,4065,"Kosher for Passover,Chips & Pretzels",1,,
Grocery,4,4100,"Baking Supplies,Cake Decorating",1 or 4,,varies
GM/Pet,4,4300,Party Supplies,1 or 4,blank,
Grocery,4,4800,"Sweeteners and Syrups, Diet",1,,
GM/Pet,4,4881,Housewares,1 or 4,blank,
GM/Pet,blank,4881,Housewares,1 or 4,blank,Candles & Accessories
GM/Pet,blank,4881,Housewares,1 or 4,blank,Incense & Scent Holders
Grocery,4,4900,Spirits & Mixers,1,4900,
Grocery,4,4900,Spirits & Mixers,1,4901,Distilled Spirits & Liquor
Grocery,4,4900,Spirits & Mixers,1,4902,Flavored Alcoholic Bevs
Grocery,4,4900,Spirits & Mixers,1,4903,Mixers
Grocery,4,5100,Beer,1,5100,
Grocery,4,5100,Beer,1,5101,Beer
Grocery,4,5200,"Wine,Cooking",1,5200,
Grocery,4,5200,"Wine,Cooking",1,5201,Blush & Rose Wines
Grocery,4,5200,"Wine,Cooking",1,5202,Mead & Other Wines
Grocery,4,5200,"Wine,Cooking",1,5203,Red Wine
Grocery,4,5200,"Wine,Cooking",1,5204,Sake
Grocery,4,5200,"Wine,Cooking",1,5205,Sparkling Wine & Ciders
Grocery,4,5200,"Wine,Cooking",1,5206,Swt Sherry Dessert & Cooking Wines
Grocery,4,5200,"Wine,Cooking",1,5207,White Wine
Vit/Supp,6,6100,Over the counter medications,4,,
Grocery,4,6400,Bread & Baked Goods (Non-Perishable),1,6400,
Grocery,4,6400,Bread & Baked Goods (Non-Perishable),1,6401,Bagels/English Muffins & Crumpets
Grocery,4,6400,Bread & Baked Goods (Non-Perishable),1,6402,Baked Goods
Grocery,4,6400,Bread & Baked Goods (Non-Perishable),1,6403,Bread Loaves
Grocery,4,6400,Bread & Baked Goods (Non-Perishable),1,6404,Buns & Rolls
Grocery,4,6400,Bread & Baked Goods (Non-Perishable),1,6405,Pizza Shells & Focaccia
Grocery,4,6400,Bread & Baked Goods (Non-Perishable),1,6406,Tortillas Pitas & Taco Shells
Grocery,4,6500,Chips & Pretzels,1,6500, 
Grocery,4,6500,Chips & Pretzels,1,6501,Bagel & Pita Chips
Grocery,4,6500,Chips & Pretzels,1,6502,Corn & Tortilla Chips
Grocery,4,6500,Chips & Pretzels,1,6503,Microwave & Unpopped Popcorn
Grocery,4,6500,Chips & Pretzels,1,6504,Other Snacks
Grocery,4,6500,Chips & Pretzels,1,6505,Popcorn
Grocery,4,6500,Chips & Pretzels,1,6506,Potato Chips
Grocery,4,6500,Chips & Pretzels,1,6507,Pretzels
Grocery,4,6500,Chips & Pretzels,1,6508,Puffed Snacks
Grocery,4,6500,Chips & Pretzels,1,6509,Soy Crisps & Snacks
Grocery,4,6500,Chips & Pretzels,1,6510,Vegetable & Fruit Chips
Prod Group,Acct Code,Category #,Category Description,Whse Grp,Class #,Class Description
